userName,avatarUrl,rating,review,createdAt,place,id,sessionId,userId
Annu,https://res.cloudinary.com/dpiobntr2/image/upload/v1740250217/zfiqejtupjtwcuospp7u.jpg,5,Great,2025-02-22 18:50:18.019,Ranchi,10,,1
